"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4G6VYMTU","journalArticle","2013","Ng, Justin H. J.; Baker, Michelle L.","Bats and bat-borne diseases: a perspective on Australian megabats","Australian Journal of Zoology","","1446-5698","10.1071/ZO12126","https://www.publish.csiro.au/zo/ZO12126","Bats are the second most species rich and abundant group of mammals and display an array of unique characteristics but are also among the most poorly studied mammals. They fill an important ecological niche and have diversified into a wide range of habitats. In recent years, bats have been implicated as reservoirs for some of the most highly pathogenic emerging and re-emerging infectious diseases reported to date, including SARS-like coronavirus, Ebola, Hendra and Nipah viruses. The ability of bats to harbour these viruses in the absence of clinical signs of disease has resulted in a resurgence of interest in bat biology and virus–host interactions. Interest in bats, in Australia in particular, has intensified following the identification of several novel bat-borne viruses from flying-foxes, including Hendra virus, which is capable of spillover from bats to horses and subsequently to humans with potentially fatal consequences. As we continue to encroach on the natural habitats of bats, a better understanding of bat biology, ecology and virus–host interactions has never before been so critical. In this review, we focus on the biology of Australian pteropid bats and the pathogens they harbour, summarising current knowledge of bat-borne diseases, bat ecology, ethology and immunology.","2013-05-03","2024-11-12 21:41:51","2024-11-12 21:41:55","2024-11-12 21:41:51","48-57","","1","61","","Aust. J. Zool.","Bats and bat-borne diseases","","","","","","","en","","","","","www.publish.csiro.au","","Publisher: CSIRO PUBLISHING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8TXV59C","journalArticle","2023","Patriquin, Krista J.; Ratcliffe, John M.","Bats learn about potential food sources from others: a review","Canadian Journal of Zoology","","0008-4301","10.1139/cjz-2022-0119","https://cdnsciencepub.com/doi/10.1139/cjz-2022-0119","Compared to trial-and-error learning, learning from others is often a viable means of adding new adaptive behaviours to an individual’s repertoire. This is especially true in long-lived, group-living species that encounter moderate levels of environmental heterogeneity. Here we review the social learning literature that uses bats as models under the framework of Galef (2009) and Laland (2009) to examine when, where, and from whom bats are most likely to learn socially about food and other foraging behaviour. We conclude that evidence exists for bats learning about novel foods from other bats, learning how to handle such food from other bats, and that bats often learn these ways when uncertain about the quality of different foods available. There is also evidence that young bats learn about new foods from their mothers, and that adult bats learn from other adult bats, even other bat species. However, whether bats more likely to learn from familiar individuals or learn about specific foraging areas from others is less established and warrants further research. We also conclude that phyllostomid bats present the best evidence of social learning about food and suggest future research, including investigating the possibility of nonhuman culture, focus on this diverse group.","2023-05","2024-11-12 21:42:35","2024-11-12 21:42:39","2024-11-12 21:42:35","294-306","","5","101","","Can. J. Zool.","Bats learn about potential food sources from others","","","","","","","","","","","","cdnsciencepub.com (Atypon)","","Publisher: NRC Research Press","","C:\Users\rober\Zotero\storage\PKCI8ZS8\Patriquin y Ratcliffe - 2023 - Bats learn about potential food sources from others a review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDY4E9KC","journalArticle","2020","Drake, Evan C.; Gignoux-Wolfsohn, Sarah; Maslo, Brooke","Systematic Review of the Roost-Site Characteristics of North American Forest Bats: Implications for Conservation","Diversity","","1424-2818","10.3390/d12020076","https://www.mdpi.com/1424-2818/12/2/76","Continued declines in North American bat populations can be largely attributed to habitat loss, disease, and wind turbines. These declines can be partially mitigated through actions that boost reproductive success; therefore, management aimed at promoting availability of high-quality roosting habitat is an important conservation goal. Following the principles of the umbrella species concept, if co-occurring species share similar roost-tree preferences, then management practices targeting one species may confer conservation benefits to another. We conducted a systematic review of roost-site characteristics of thirteen species inhabiting eastern temperate forests to: (1) synthesize existing knowledge across species; (2) assess niche overlap among co-occurring species; and (3) evaluate the potential for currently protected species to serve as conservation umbrellas. We performed multivariate ordination techniques to group species based on the seven most-reported roost-site characteristics, including tree species, diameter at breast height, tree health, roost type, tree height, canopy closure, and roost height. Species sorted into three roosting guilds: (1) southern wetland inhabitants; (2) foliage specialists; and (3) dead tree generalists. Myotis septentrionalis and Perimyotis subflavus had significant roost-niche overlap with five and four other species respectively, and their existing protections make them suitable umbrellas for other bats in the North American eastern temperate forests.","2020-02","2024-11-12 21:43:41","2024-11-12 21:43:41","2024-11-12 21:43:41","76","","2","12","","","Systematic Review of the Roost-Site Characteristics of North American Forest Bats","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 2 Publisher: Multidisciplinary Digital Publishing Institute","","C:\Users\rober\Zotero\storage\R5AFR5RM\Drake et al. - 2020 - Systematic Review of the Roost-Site Characteristics of North American Forest Bats Implications for.pdf","","","conservation; bats; habitat; roost; umbrella species; forests; review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEZH6YDN","journalArticle","2019","Feijó, Anderson; Wang, Yanqun; Sun, Jian; Li, Feihong; Wen, Zhixin; Ge, Deyan; Xia, Lin; Yang, Qisen","Research trends on bats in China: A twenty-first century review","Mammalian Biology","","1616-5047","10.1016/j.mambio.2019.09.002","https://www.sciencedirect.com/science/article/pii/S1616504719301090","In this century, China has sustained unparalleled economic development, leading to exponentially growing investments in scientific research. Yet, the demand for research-funding is large and tracing the current knowledge is a key step to define priority research topics. In this same span, studies on bats in China have uncovered an overlooked diversity and revealed novelties in bats’ evolutionary history and life-history aspects. All this 21st-century knowledge, however, is scattered and a large part is concealed from most of the international scientific community in Mandarin-language articles. Here, we summarize the post-millennium (2000–2017) research on bats in China and point out trends and future directions based on neglected topics, groups, and regions. In addition, we provide an up-to-date list of bat species in China. We retrieved 594 publications related to bats in China, nearly half were written in Mandarin. At least 147 bat species are present in China, which places it among the most bat-rich countries in the world. There was a significant positive trend on the number of publications, from 12.5 annual average in 2000–2005 to 46.5 in recent years, reflecting the Chinese economic-scientific development in this century. We found marked taxonomic and spatial biases. Half of the studies in this century focused on Rhinolophus, Myotis, and Hipposideros, and the southern and eastern provinces were the most studied. Systematic/taxonomy and Ecology were the predominant topics post-millennium, whereas only 10 articles have clear conservation-driven goals. Our review shows that the majority of studies were focused on the least concern, cave-dweller species, and on bat-rich provinces. Future projects should address the effects of human-modified landscapes on bat community to define proper conservation actions. We discuss some priority actions and projects that will help to enhance bat protection in China.","2019-09-01","2024-11-12 21:47:27","2024-11-12 21:47:27","2024-11-12 21:47:27","163-172","","","98","","Mammalian Biology","Research trends on bats in China","","","","","","","","","","","","ScienceDirect","","","","C:\Users\rober\Zotero\storage\G7AZ4E3B\Feijó et al. - 2019 - Research trends on bats in China A twenty-first century review.pdf","","","Chiroptera; Asia; Bat diversity; Conservation gap; Research bias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRVZC7B3","journalArticle","2021","López-Bosch, David; Huang, Joe Chun-Chia; Wang, Yanping; Palmeirim, Ana Filipa; Gibson, Luke; López-Baucells, Adrià","Bat echolocation in continental China: a systematic review and first acoustic identification key for the country","Mammal Research","","2199-241X","10.1007/s13364-021-00570-x","https://doi.org/10.1007/s13364-021-00570-x","The development of increasingly affordable ultrasonic detectors and automatic classifiers has increasingly boosted the use of acoustic recording of echolocation calls to survey bats all over the world. Echolocation call keys are crucial to reliably classify acoustic recordings, but those are not available for many regions, such as China. In the present study, we conducted a systematic review of bat echolocation studies across continental China and developed an acoustic identification key. Based on 130 studies, published from 1999 to 2020, we obtained echolocation parameters from 64 bat species (47.4% of the total echolocating species known from the country). This review highlights the lack of echolocation references from continental China for 71 species, from which, the echolocation of 21 has never been described. Additionally, we developed the Bat Knowledge Index, an indicator that allows the identification of key priority areas for future research on bat acoustics and geographic biases in the existing studies, further highlighting the lack of studies in the northwestern regions of the country. The compiled identification key provides easy-to-follow identification steps to classify the echolocation calls of 114 species (84.5% of all Chinese echolocating species) to either species (11.4%) or phonic group level (88.6%). This key represents a useful baseline tool and a further step to increase bioacoustic studies’ suitability in China.","2021-07-01","2024-11-12 21:49:08","2024-11-12 21:49:12","2024-11-12 21:49:08","405-416","","3","66","","Mamm Res","Bat echolocation in continental China","","","","","","","en","","","","","Springer Link","","","","C:\Users\rober\Zotero\storage\TPNMJS6R\López-Bosch et al. - 2021 - Bat echolocation in continental China a systematic review and first acoustic identification key for.pdf","","","Chiroptera; Asia; Acoustic monitoring; Call parameters; Recording","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZGVFLPD","journalArticle","2024","Győrössy, Dorottya; Csorba, Gábor; Szabadi, Kriszta Lilla; Estók, Péter; Tu, Vuong Tan; Thong, Vu Dinh; Furey, Neil M.; Huang, Joe Chun-Chia; Tuanmu, Mao-Ning; Fukui, Dai; Zsebők, Sándor; Görföl, Tamás","The calls of Vietnamese bats: a major step toward the acoustic characterization of Asian bats","Scientific Reports","","2045-2322","10.1038/s41598-024-72436-6","https://www.nature.com/articles/s41598-024-72436-6","Southeast Asia includes several global biodiversity hotspots and bats account for nearly one-third of mammal species currently known in the region. While acoustic methods have become widespread in bat research, basic information is often lacking on the echolocation calls produced by Asian bat species. Since such information can aid a wide variety of research and conservation initiatives, descriptions of the calls emitted by Asian bats are fundamental. The aim of our study was to provide a standardized analysis and description of the Vietnamese bat echolocation calls. We analyzed call recordings of 87 species arranged in eight families. This constitutes 74% of the echolocating bats presently known in Vietnam and includes the first call descriptions for five taxa. Our use of an open-source software and the deposition of recordings in the ChiroVox repository will facilitate comparative studies in Asia and the information we provide represents one of the most comprehensive bioacoustic databases for Asian bats to date.","2024-10-07","2024-11-12 21:49:44","2024-11-12 21:49:50","2024-11-12 21:49:44","23335","","1","14","","Sci Rep","The calls of Vietnamese bats","","","","","","","en","2024 The Author(s)","","","","www.nature.com","","Publisher: Nature Publishing Group","","C:\Users\rober\Zotero\storage\9YFHIDEM\Győrössy et al. - 2024 - The calls of Vietnamese bats a major step toward the acoustic characterization of Asian bats.pdf","","","Conservation biology; Biodiversity; Taxonomy; Zoology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHR7PP56","journalArticle","2017","Russo, Danilo; Ancillotto, Leonardo; Hughes, Alice C.; Galimberti, Andrea; Mori, Emiliano","Collection of voucher specimens for bat research: conservation, ethical implications, reduction, and alternatives","Mammal Review","","1365-2907","10.1111/mam.12095","https://onlinelibrary.wiley.com/doi/abs/10.1111/mam.12095","Voucher specimens have played a fundamental role in biology, but ethical and conservation concerns have been raised over unnecessary collection of organisms. From 1996 to 2017, 222 studies mentioned the collection of 7482 bats of 376 species, mostly from South America and Asia (India, China, and South-East Asia). Researchers mostly aimed to compile checklists or establish geographic ranges. Strong ethical reasons exist to avoid unnecessary collection, and suitable alternatives should be sought; for example, collecting voucher specimens for retrospective taxonomic confirmation can be replaced with molecular methods. We provide information on alternative methods and when to use them to avoid harming fragile populations of bats.","2017","2024-11-12 21:51:37","2024-11-12 21:51:41","2024-11-12 21:51:37","237-246","","4","47","","","Collection of voucher specimens for bat research","","","","","","","en","© 2017 The Mammal Society and John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mam.12095","","C:\Users\rober\Zotero\storage\CTL9X5BN\Russo et al. - 2017 - Collection of voucher specimens for bat research conservation, ethical implications, reduction, and.pdf; C:\Users\rober\Zotero\storage\Q6RE3NFJ\mam.html","","","taxonomy; Chiroptera; conservation biology; museum collections; research ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVJ2IAIA","journalArticle","2016","Wilkinson, Gerald S.; Carter, Gerald G.; Bohn, Kirsten M.; Adams, Danielle M.","Non-kin cooperation in bats","Philosophical Transactions of the Royal Society B: Biological Sciences","","","10.1098/rstb.2015.0095","https://royalsocietypublishing.org/doi/10.1098/rstb.2015.0095","Many bats are extremely social. In some cases, individuals remain together for years or even decades and engage in mutually beneficial behaviours among non-related individuals. Here, we summarize ways in which unrelated bats cooperate while roosting, foraging, feeding or caring for offspring. For each situation, we ask if cooperation involves an investment, and if so, what mechanisms might ensure a return. While some cooperative outcomes are likely a by-product of selfish behaviour as they are in many other vertebrates, we explain how cooperative investments can occur in several situations and are particularly evident in food sharing among common vampire bats (Desmodus rotundus) and alloparental care by greater spear-nosed bats (Phyllostomus hastatus). Fieldwork and experiments on vampire bats indicate that sharing blood with non-kin expands the number of possible donors beyond kin and promotes reciprocal help by strengthening long-term social bonds. Similarly, more than 25 years of recapture data and field observations of greater spear-nosed bats reveal multiple cooperative investments occurring within stable groups of non-kin. These studies illustrate how bats can serve as models for understanding how cooperation is regulated in social vertebrates.","2016-02-05","2024-11-12 22:12:07","2024-11-12 22:12:09","2024-11-12 22:12:07","20150095","","1687","371","","","","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","Publisher: Royal Society","","C:\Users\rober\Zotero\storage\L46PMNXL\Wilkinson et al. - 2016 - Non-kin cooperation in bats.pdf","","","by-product mutualism; group augmentation; partner choice; reciprocity; spear-nosed bats; vampire bats","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87QL6I6H","journalArticle","2023","Mendoza-Sáenz, Víctor Hugo; Saldaña-Vázquez, Romeo A.; Navarrete-Gutiérrez, Dario; Kraker-Castañeda, Cristian; Ávila-Flores, Rafael; Jiménez-Ferrer, Guillermo","Reducing conflict between the common vampire bat Desmodus rotundus and cattle ranching in Neotropical landscapes","Mammal Review","","1365-2907","10.1111/mam.12313","https://onlinelibrary.wiley.com/doi/abs/10.1111/mam.12313","Increased cattle ranching in Neotropical landscapes has led to human–wildlife conflicts that complicate the relationship between agricultural production and biodiversity conservation. We review the literature related to conflicts between livestock production and the common vampire bat Desmodus rotundus, specifically, the factors that influence the incidence of problems caused by bites to cattle. We summarise the strategies proposed to reduce these problems and propose actions from the perspectives of cattle management, landscape ecology and the biology of the common vampire bat. The literature shows that free-range extensive management systems, where cattle graze in areas with forest cover, near riparian zones, caves, secondary vegetation (generally shrublands and immature trees), and vegetation fragments and edges, increase the implications and the severity of the conflict. As a result of different selection forces, the wing morphology and echolocation characteristics of the common vampire bat facilitate its movement under these landscape conditions, thus favouring a scenario of greater interaction with cattle. We propose the establishment of a ‘buffer zone’ to separate the cattle as far as possible (at least 1 km) from the elements of the landscape that are key for the movement patterns of common vampire bats in cattle ranching areas. The feeding events of this species are positively associated with host availability and landscape elements that provide habitat and connectivity, which shows that the cause of this conflict originates from the process of cattle production and the invasion of the habitat of the common vampire bat. Anti-rabies vaccination programmes in cattle and forest–cattle separation are the most important strategies to minimise conflict and prevent rabies outbreaks.","2023","2024-11-12 22:13:06","2024-11-12 22:13:06","2024-11-12 22:13:06","72-83","","2","53","","","","","","","","","","en","© 2023 Mammal Society and John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mam.12313","","C:\Users\rober\Zotero\storage\JFUQY3Z5\Mendoza-Sáenz et al. - 2023 - Reducing conflict between the common vampire bat Desmodus rotundus and cattle ranching in Neotropica.pdf","","","systematic review; revisión sistemática; Neotropics; zoonosis; cattle management; common vampire bat Desmodus rotundus; conflicto humanos-vida silvestre; estrategias de prevención y mitigación; human-wildlife conflict; Manejo de ganado; murciélago vampiro común Desmodus rotundus; neotrópico; prevention and mitigation strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3J7AZD7","journalArticle","2018","Taylor, Peter John; Grass, Ingo; Alberts, Andries J.; Joubert, Elsje; Tscharntke, Teja","Economic value of bat predation services – A review and new estimates from macadamia orchards","Ecosystem Services","","2212-0416","10.1016/j.ecoser.2017.11.015","https://www.sciencedirect.com/science/article/pii/S2212041617301717","The economic value of natural regulation of agricultural pests by bats has been estimated both by avoided cost models and by experimental predator-exclusion approaches. We review published studies globally from both complementary approaches. We further present an economic model for the avoided cost of bat predation on stinkbugs, the major economic pest of macadamias in South Africa, currently the world’s largest macadamia producer. We calculated both the direct (reduced stinkbug damage due to bat predation) and indirect (reduced pesticide use) avoided costs. We estimated the density of bats in a macadamia-growing region of South Africa to be 7.5–22.5 bats/ha, based on opportunistic data from the Merlin DeTEct (Inc.) avian-avoidance radar system. Current economic parameters for macadamia production, stinkbug injury coefficients and life history were obtained from the literature and from the Southern African Macadamia Association (SAMAC).We estimated the level of bat predation on pest stinkbugs in macadamia orchards from published dietary studies combined with both high and low published values for insect consumption rates relative to bat body mass. We found that the protected yield due to bat predation of stink bugs amounted to 0.53% (low consumption rates) to 1.29% (high consumption rates) of annual macadamia production in South Africa for 2015. Based on current macadamia prices, the approximate avoided cost values of these combined direct and indirect bat predation services varied between 9% and 23% of the current annual estimated cost of damage caused by stinkbugs to South African macadamia orchards (US$613/ha). Losing bats to disease epidemics, wind farms, human persecution or excessive or highly toxic pesticide applications could therefore significantly increase annual losses to the macadamia industry in South Africa caused by stinkbugs.","2018-04-01","2024-11-12 22:13:21","2024-11-12 22:13:21","2024-11-12 22:13:21","372-381","","","30","","Ecosystem Services","","Linking ecosystem services to livelihoods in southern Africa","","","","","","","","","","","ScienceDirect","","","","","","","Bats; Macadamia nuts; Pentatomidae; Predation ecosystem services; Stink bugs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJEF3BV2","journalArticle","2003","Miller, Darren A.; Arnett, Edward B.; Lacki, Michael J.","Habitat management for forest-roosting bats of North America: A critical review of habitat studies","Wildlife Society Bulletin","","0091-7648","","http://www.scopus.com/inward/record.url?scp=0038225699&partnerID=8YFLogxK","Public and private land managers increasingly are being asked to consider habitat needs of bats (Chiroptera) when planning forest management activities. However, reliability of current data on which to base management of forest-roosting bats is uncertain. Therefore, we surveyed peer-reviewed manuscripts pertaining to habitat ecology of forest-roosting bats for the period 1980-2001. We found that there were limited data upon which to base habitat management for forest-roosting bats because relatively few studies (56 over 21 years) have been conducted, most have occurred primarily in older-aged forests with little to no active forest management, and current research has primarily focused on roost-site selection to infer habitat relationships and response to habitat change. Limited sample sizes and pseudoreplication were prevalent, and management recommendations often were made without regard to inferential bounds of collected data. We contend that studies using bat detectors have limited ability to infer habitat selection per se, and recommend that studies incorporating detectors define more appropriate objectives regarding habitat associations. The best use of bat detectors may be generation of hypotheses of habitat selection to be tested with more appropriate techniques. There also is a need to conduct more long-term, holistic, experimentally designed research, to focus habitat research on 1-2 focal species per study, and to expand habitat research to include a wider diversity of forest types and management regimes. We suggest that cooperative research efforts be developed to secure sufficient funding and logistical support for such studies. We also recommend that authors clearly state the objectives of their study, including sampling assumptions and limitations; define inferential space; ensure that results are interpreted within inferential bounds of their data, especially at the proper spatial scale; and use consistent terminology when articulating concepts and results of their work.","2003-03","2024-11-12 22:24:34","2024-11-12 22:24:34","2024-11-12 22:24:34","30-44","","1","31","","","Habitat management for forest-roosting bats of North America","","","","","","","","","","","","University of Kentucky","","","","","","","Chiroptera; Bats; North America; Bat detectors; Forest-roosting bats; Forests; Habitat management; Habitat selection; Habitat studies; Pseudoreplication; Radiotelemetry; Roosts; Study design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFVPJVDP","journalArticle","2023","Findlay-Robinson, Rachel; Deecke, Volker B.; Weatherall, Andrew; Hill, Davina L.","Effects of climate change on life-history traits in hibernating mammals","Mammal Review","","1365-2907","10.1111/mam.12308","https://onlinelibrary.wiley.com/doi/abs/10.1111/mam.12308","Animals can respond to climate change through changes in behaviour, morphology or life-history traits. Changes in life-history traits do not occur independently, as they trade off or co-evolve with other traits. Hibernation is a life-history trait used to cope with periods of low resource availability. The energetic and survival benefits of hibernation depend on environmental conditions. Climate change-induced changes in hibernation patterns are therefore likely to affect other life-history traits through trade-offs. We systematically reviewed the literature to: 1) identify studies testing for associations between climatic variables and life-history traits in mammalian hibernators; and 2) assess variation in responses between species. Air temperature was the most commonly measured climatic variable, and phenology of hibernation emergence was the most commonly studied life-history trait. In most studies and species, emergence date became earlier, litter size increased and the number of interbout arousals increased with increasing air temperature. Despite being considered key life-history traits due to their potential to influence population dynamics, our search returned no studies on the effects of climatic variables on the age of primiparity or on the age distribution of reproduction. Directions of associations between climatic variables and life-history traits often differed between species, and both species- and sex-specific variations occurred in response to climatic variables for some traits. We highlight the importance of long-term, species-specific research, and the need for further studies on indirect effects of climatic cues on co-adapted traits to understand the potential for mammalian hibernators to respond to ongoing and future climate change.","2023","2024-11-12 22:25:33","2024-11-12 22:25:33","2024-11-12 22:25:32","84-98","","2","53","","","","","","","","","","en","© 2023 The Authors. Mammal Review published by Mammal Society and John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mam.12308","","C:\Users\rober\Zotero\storage\IY3R8M4A\Findlay-Robinson et al. - 2023 - Effects of climate change on life-history traits in hibernating mammals.pdf","","","environmental change; bats; temperature; hibernation; phenology; rodents; weather","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2NU7QNU","journalArticle","2021","Ocampo-González, Paola; López-Wilchis, Ricardo; Espinoza-Medinilla, Eduardo E.; Rioja-Paradela, Tamara M.","A review of the breeding biology of Chiroptera","Mammal Review","","1365-2907","10.1111/mam.12236","https://onlinelibrary.wiley.com/doi/abs/10.1111/mam.12236","Since 2000, no reviews or analyses have been carried out on scientific studies regarding bat reproductive biology. Such reviews might contribute towards identifying information gaps and global research focus and trends. The objective of this work was to review and analyse scientific studies on different aspects of bat reproduction published in the last two decades (2000–2019), in order to provide perspective for future research. Using 19 key words, we searched for literature on the reproduction of bats published as book chapters and articles in scientific research journals globally. We analysed 36 chapters in 14 books and 276 scientific articles, from 41 countries, identifying publishing trends throughout the years, preferred journals, countries in which studies have been carried out, and most-studied species and topics. The number of studies increased over the last decade, resulting from the consolidation of research lines in countries such as Brazil, India, Mexico, and USA. The studies covered 125 species, of which Scotophilus heathi and Cynopterus sphinx were the most recurrent, each appearing in 23 studies (7.4%, n = 312). The most common subject was anatomy (61 studies, 20%, n = 312), and the rarest was assisted reproduction techniques (11 studies, 3.5%, n = 312). In the last decade, there has been a trend to increase the study of male anatomy. The application of new techniques for the study of reproduction contributed to more complex studies that favour the understanding of the reproductive process. There is an evident lack of reproductive studies for most species, and there is an information gap regarding research in prenatal development and assisted reproduction techniques. These two topics are greatly significant for future research, because of their direct usefulness for species conservation.","2021","2024-11-12 22:25:48","2024-11-14 22:23:52","2024-11-12 22:25:48","338-352","","3","51","","","","","","","","","","en","© 2021 The Mammal Society and John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mam.12236","","C:\Users\rober\Zotero\storage\HUHJ8P26\Ocampo-González et al. - 2021 - A review of the breeding biology of Chiroptera.pdf; C:\Users\rober\Zotero\storage\PWJ8SG9N\mam.html","","","bats (Chiroptera); reproduction; anatomía reproductiva; ciclos reproductivos; comportamiento reproductivo; endocrinología; endocrinology; gamete morphophysiology; morfofisiología de los gametos; murciélagos (Chiroptera); reproducción; reproductive anatomy; reproductive behaviour; reproductive cycles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT37YTJ4","journalArticle","2022","Webber, Quinn M. R.; McGuire, Liam P.","Heterothermy, body size, and locomotion as ecological predictors of migration in mammals","Mammal Review","","1365-2907","10.1111/mam.12263","https://onlinelibrary.wiley.com/doi/abs/10.1111/mam.12263","Migration is ubiquitous among animals and has evolved repeatedly and independently. Comparative studies of the evolutionary origins of migration in birds are widespread, but are lacking in mammals. Mammalian species have greater variation in functional traits that may be relevant for migration. Interspecific variation in migration behaviour is often attributed to mode of locomotion (i.e. running, swimming, and flying) and body size, but traits associated with the evolutionary precursor hypothesis, including geographic distribution, habitat, and diet, could also be important predictors of migration in mammals. Furthermore, mammals vary in thermoregulatory strategies and include many heterothermic species, providing an alternative strategy to avoid seasonal resource depletion. We tested the evolutionary precursor hypothesis for the evolution of migration in mammals and tested predictions linking migration to locomotion, body size, geographic distribution, habitat, diet, and thermoregulation. We compiled a dataset of 722 species from 27 mammalian orders and conducted a series of analyses using phylogenetically informed models. Swimming and flying mammals were more likely to migrate than running mammals, and larger species were more likely to migrate than smaller ones. However, heterothermy was common among small running mammals that were unlikely to migrate. High-latitude swimming and flying mammals were more likely to migrate than high-latitude running mammals (where heterothermy was common), and most migratory running mammals were herbivorous. Running mammals and frugivorous bats with high thermoregulatory scope (greater capacity for heterothermy) were less likely to migrate, while insectivorous bats with high thermoregulatory scope were more likely to migrate. Our results indicate a broad range of factors that influence migration, depending on locomotion, body size, and thermoregulation. Our analysis of migration in mammals provided insight into some of the general rules of migration, and we highlight opportunities for future investigations of exceptions to these rules, ultimately leading to a comprehensive understanding of the evolution of migration.","2022","2024-11-12 22:26:02","2025-01-08 21:28:57","2024-11-12 22:26:02","82-95","","1","52","","","","","","","","","","en","© 2021 The Mammal Society and John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mam.12263","","C:\Users\rober\Zotero\storage\L6LMR7NS\Webber y McGuire - 2022 - Heterothermy, body size, and locomotion as ecological predictors of migration in mammals.pdf; C:\Users\rober\Zotero\storage\R7VYGCCI\mam.html","","","body size; evolutionary precursor hypothesis; heterothermy; hibernation; mammals; movement ecology; thermoregulatory scope.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YKTMBSG","journalArticle","2020","Biswas, R.; Debnath, C.; Samanta, I.; Barua, R.; Singh, A. D.","Ecology of bats and their role in emerging zoonotic diseases: a review","Revue Scientifique Et Technique (International Office of Epizootics)","","0253-1933","10.20506/rst.39.3.3198","","The order Chiroptera is the second largest order of mammals and shows great physiological and ecological diversity. These animals play significant ecological roles as prey and predator as well as facilitating pollination, seed dispersal, arthropod reduction and nutrient distribution and reutilisation in nature. Bats act as hosts to a range of viral, bacterial, fungal and parasitic zoonoses. Human activities increase the likelihood of exposure to bats, thereby increasing the opportunity for infections to spill over. Continuing ecological processes, emergence and spillover of novel pathogens in naïve hosts, including humans, along with other complex natural phenomena require proper understanding that may help in predicting the next spillover. This review will discuss the ecology of bats and their role in the emergence of different zoonoses, particularly those of viral origin, in an organised manner to increase understanding of the factors that may play significant roles in spillover of these pathogens from bats to other animals, including humans.","2020-01","2024-11-12 22:39:28","2024-11-12 22:39:37","","1077-1090","","3","39","","Rev Sci Tech","Ecology of bats and their role in emerging zoonotic diseases","","","","","","","eng","","","","","PubMed","","PMID: 35275114","","; C:\Users\rober\Zotero\storage\FWYBBJDL\Biswas et al. - 2020 - Ecology of bats and their role in emerging zoonotic diseases a review.pdf","http://www.ncbi.nlm.nih.gov/pubmed/35275114","","Ecology; Bat; Emerging diseases; Epidemiology; Zoonoses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
